,product_id,view_counts,price,category,title
935,532281,93.0,16.43,Lembrancinhas,Caixa Lâmpada Aladim
936,532428,1241.0,53.5,Outros,Manta chaton
937,532779,111.33333333333333,36.75,Lembrancinhas,Caneca Dia dos Pais Meu Primeiro Dia dos Pais 2
938,532784,40.0,18.34,Lembrancinhas,Brinde dia dos Pais
939,533253,48.0,47.280003,Decoração,Quadro dia dos pais
940,534234,274.0,83.97,Bebê,Porta laços sem bolso
941,534444,60.0,13.52,Lembrancinhas,Pirulito de marshmallow
942,534479,372.0,11.44,Lembrancinhas,Display Circo Centro de Mesa
943,534821,482.0,64.86,Lembrancinhas,Kit: 45 Lembrancinhas Personalizadas O Poderoso Chefinho
944,534988,459.0,899.3,Decoração,Cortina Em Crochê
945,536066,135.0,10.1,Lembrancinhas,Lembrancinha com imã - Marinheiro
946,537212,123.0,140.5,Decoração,1 Vaso Redondo 60x38 + Prato Polietileno Plastico Decorativo
947,537336,141.0,39.95,Decoração,Adesivo De Vitrine Dia Dos Pais - Lojas
948,537342,838.0,119.17,Decoração,1 Vaso de Planta 60x38 de Polietileno Plastico Decorativo
949,538692,687.0,308.74002,Bebê,Saída de Maternidade na cor marrom choc rendada
950,539330,60.0,37.8850015,Lembrancinhas,Caneca Dia dos Pais - Paidrasto
951,541576,348.0,95.950005,Decoração,tapetes de barbante
952,541755,88.0,699.42,Decoração,Decoração Batizado
953,541822,378.0,10.7633335,Lembrancinhas,Caneta Personalizada Dia Do Professor
954,542052,2193.0,214.8,Bijuterias e Jóias,Anel de Formatura Enfermagem em Prata 950 com Pedra Zircônia
955,542169,862.0,199.51999999999998,Decoração,Tapete Em Crochê
956,542543,86.0,77.71,Decoração,PORTA MEDALHAS JIU JITSU COM NOME
957,542820,161.0,271.35,Decoração,Baú Vintage Retrô Médio New York Ref. 700
958,543681,154.0,849.26,Decoração,Banco em Madeira de Demolição
959,543841,187.33333333333334,33.47666666666667,Bebê,SAQUINHO PARA MATERNIDADE
960,544249,164.5,28.18,Lembrancinhas,Topo de bolo ATLETICO MINEIRO
961,544358,669.0,5.9,Lembrancinhas,Chaveiro Balão
962,544461,188.0,100.0,Papel e Cia,PLANNER PERMANENTE
963,544479,944.6,14.424000000000001,Lembrancinhas,Lembrancinha dia dos Pais
964,544539,39.0,140.5,Bebê,CASAQUINHO TRICÔ
965,545581,221.0,33.760002,Lembrancinhas,Mini maletas
966,545830,24.0,60.14,Bebê,CAPA GARRAFA TÉRMICA MARINHEIRO
967,546211,873.0,33.0,Decoração,garrafinha de vidro para decoração suspensa
968,546864,136.0,205.07999,Bebê,Kit Higiene Bebê Menino Garrafa Térmica
969,547922,1151.0,24.99,Bijuterias e Jóias,Colar Best Friends 3Pçs Folheado.
970,547986,233.0,97.34,Decoração,CRIADO MUDO COM gaveta mdf branco gaveteiro
971,548204,250.0,281.94998,Decoração,Toalha de crochê redonda
972,548217,267.0,18.99,Bebê,Prendedor de Chupeta Diversos
973,549173,199.0,128.4,Bebê,body gola e punho bordada com mijão menina
974,549946,356.0,129.46,Bebê,Saída Maternidade Menino Amarelo- 04 peças
975,550598,184.0,69.79,Bebê,CAPA CADERNETA VACINAS
976,550857,1014.0,23.9,Lembrancinhas,Estojo de pintura 48 peças
977,551248,420.0,9.61,Lembrancinhas,Sacola plastica personalizadas tamanho 20x30
978,551803,222.0,3.69,Lembrancinhas,Porta Retrato Bailarina lembrancinha
979,552581,325.0,11.45,Lembrancinhas,Copos Long Drink 50 anos
980,552771,767.0,15.47,Lembrancinhas,Lembrancinha ALMOFADA UNICORNIO
981,554682,387.0,197.64,Decoração,Arranjo de lirio
982,554886,2.0,17.15,Lembrancinhas,Brinde dia dos Pais
983,555631,52.0,10.34,Lembrancinhas,Adesivos Rótulo Hot Wheels
984,556577,99.0,12.06,Lembrancinhas,Porta Copo Feijoada
985,556751,407.0,267.67,Bebê,Dossel Cavalinho balanço+ mosquiteiro
986,556991,178.0,91.8,Bijuterias e Jóias,Bracelete de couro - Couro Bravo
987,557301,3.0,65.0,Bebê,Vestidinho bege crochê com babado
988,558825,429.0,42.5,Lembrancinhas,Organizador de Maquiagem Pequeno
989,558894,317.0,11.466666666666669,Lembrancinhas,Copo Twister com tmapa e canudo Personalizado Mickey
990,559381,75.5,5.654999999999999,Papel e Cia,Tag dia dos pais
991,559848,62.0,51.93,Lembrancinhas,CADERNO MARABU
992,559948,73.0,23.49,Lembrancinhas,Caneca Personalizada cha das amigas
993,560173,166.0,19.3,Outros,Kit Feltro Esperança
994,560522,484.0,12.86,Lembrancinhas,Lápis Semente Lembrancinha Aniversário
995,561610,720.5,38.495000000000005,Bebê,Saquinho maternidade
996,561654,526.5,11.84,Lembrancinhas,Dominó personalizado Homem Aranha
997,561763,94.0,13.07,Papel e Cia,Caixa Vestido De Noiva
998,563246,213.5,9.64000025,Lembrancinhas,Kit festa Patrulha Canina
999,563773,382.0,4.9,Lembrancinhas,MINI URSINHO PELÚCIA CHAVEIRINHO-10 CMTS
1000,564091,225.0,36.36,Lembrancinhas,Azulejos personalizados
1001,564585,322.0,373.9,Decoração,Placa De Madeira Entalhada a mão
1002,564761,3451.0,9.5333335,Lembrancinhas,Copo retrátil Patrulha canina
1003,564776,162.0,105.2,Bebê,Anjinha em Feltro para Decoração
1004,565332,112.0,69.56,Bebê,Manta para bebê crochê Tijolinho
1005,567257,111.0,20.9,Decoração,Placa Decorativa - Casa
1006,567676,349.0,12.32,Lembrancinhas,Mini álcool gel 30 ml Basic
1007,569062,319.0,16.7,Papel e Cia,Rótulos Adesivos
1008,569436,123.0,28.75,Bebê,Leão de Pelucia do Brasil
1009,570238,542.0,15.33,Lembrancinhas,Lembrança Kit Jardinagem Mini com baldinho
1010,570560,123.0,332.39,Decoração,Toalha Redonda de crochê
1011,571352,109.0,11.2300005,Lembrancinhas,Sacola personalizada fazendinha
1012,572942,120.0,3.5,Lembrancinhas,Lembrancinha de aniversário
1013,573111,225.0,14.43,Lembrancinhas,Almofada Personalizada Patrulha Canina
1014,573821,65.0,12.1,Outros,Tule Rendado Vendido Por Metro - Vermelho
1015,574512,115.0,72.58,Outros,Mini Penteadeira
1016,575048,146.0,160.74,Bijuterias e Jóias,Par Alianças Moedas Antiga Casamento + anel solitário
1017,575144,489.0,59.945004,Bebê,Saquinho Maternidade
1018,575148,163.0,36.395,Lembrancinhas,Mochila Personalizada Patrulha Canina e Squeeze
1019,575316,251.0,38.32,Decoração,Painel Bem Vindo em EVA
1020,576188,34.0,13.39,Lembrancinhas,Sacolinha Galinha Pintadinha
1021,576505,281.3333333333333,13.596666666666666,Lembrancinhas,Sacolinha Lol Surprise
1022,576606,149.0,160.4,Decoração,Espelho Decorativo - Positivo e Negativo - W25
1023,577619,44.0,13.61,Lembrancinhas,Mola maluca
1024,578021,69.0,83.54,Decoração,Adesivo de Time Vasco
1025,578645,571.0,154.555,Decoração,Jogo de banheiro em crochê Mesclado Bordô com rosa
1026,578748,81.0,110.12,Lembrancinhas,Jogo Toalhas Bordadas Com Fita
1027,578807,1284.0,58.63,Decoração,Quadro Mapa Rosé Gold
1028,579576,343.0,383.24002,Bebê,Kit de Berço Elefante 09
1029,579628,124.0,30.75,Bijuterias e Jóias,Pulseira masculina couro marrom
1030,579878,301.5,23.725,Papel e Cia,Etiqueta digital Bolo no Pote
1031,580203,69.0,16.61,Lembrancinhas,Lembrancinha dia dos Professores
1032,580251,34.0,10.956666666666665,Lembrancinhas,Lembrancinha dia dos professores
1033,580291,2555.3333333333335,9.86,Lembrancinhas,Kit Slime - Festa Slime (embalagens)
1034,580367,63.0,165.87,Decoração,Tapete russo
1035,580561,919.5,94.125,Bebê,Kit bolsa maternidade personalizado 2 peças com nome do bebê
1036,582752,267.0,230.0,Decoração,ADEGA RUSTICA 12 GARRAFAS
1037,582919,299.0,17.8,Lembrancinhas,Rasteirinha Personalizada - Fest (Sem o laço)
1038,583396,114.0,14.6,Lembrancinhas,Centro de Mesa Cartola de Mágico
1039,583604,407.0,118.55,Bebê,Mobile tema safari
1040,583650,5.0,18.12,Decoração,Letras bem vindos
1041,583767,125.0,10.1,Lembrancinhas,Latinhas Personalizadas 5x1 Toy Story
1042,583808,105.0,11.42,Lembrancinhas,Mini rosas na latinha com terços vermelho e etiqueta
1043,584312,153.0,11.01,Papel e Cia,"Etiqueta Personalizada Tecido Cetim 1,5cm x 6cm - 500un"
1044,584546,313.0,6.75,Lembrancinhas,Rótulo para marmitinha Mundo Bita
1045,584834,281.0,20.09,Lembrancinhas,Lembrança Batizado resina provence
1046,585107,245.0,58.16,Decoração,Puff infantil decorativo várias cores
1047,585327,405.0,38.850002,Decoração,Adesivo Para Parede Quadro Negro Lousa
1048,585413,991.0,23.183333333333334,Lembrancinhas,Necessaire Personalizada
1049,585579,164.0,13.43,Lembrancinhas,Chaveiro Espírito Santo 02
1050,585866,158.0,63.18,Decoração,Quadro Harry Potter
1051,586277,377.0,144.25,Bebê,Enfeite porta maternidade nuvem feltro
1052,586885,134.0,9.12,Lembrancinhas,Adesivo para sacola Fundo do Mar
1053,586932,50.0,36.86,Decoração,Caneca Vikings
1054,587368,621.0,83.03,Decoração,Bandeja Mdf Espelho Decoração Pérola
1055,587674,234.0,1.5,Lembrancinhas,Lembrancinha Chá de Bebê
1056,588435,2888.0,251.546,Bebê,lembrancinhas maternidade canetas snoopy
1057,590978,133.0,24.61,Bijuterias e Jóias,Porta-Joias
1058,591548,102.0,91.6,Decoração,Porta-retrato personalizado - MOD 10
1059,592268,259.0,10.79,Lembrancinhas,Chaveiro Pai
1060,593171,1262.0,162.005,Decoração,Locação Kit Provençal
1061,593265,98.0,293.59,Papel e Cia,KIT ESCRITÓRIO FLORAL ROSA
1062,593386,238.0,10.24,Lembrancinhas,Tubetes Circo
1063,593865,914.0,9.3225,Lembrancinhas,Mini Maletinha - Lembrancinha de Festa Infantil - Maletinha
1064,594017,256.0,308.95,Lembrancinhas,Kit Pequena Sereia
1065,594233,235.0,46.890003,Bebê,Toalha de batizado
1066,595090,247.0,87.2,Bebê,Bolsão porta fraldas
1067,595212,491.0,130.18,Decoração,Espelho / Moldura Rococó Provençal
1068,595465,726.0,3.2,Lembrancinhas,Fundo do Mar em Biscuit - Com base
1069,595839,501.6,21.270000000000003,Lembrancinhas,Caneca Personalizada de Batizado -Lembrancinha Batizado
1070,597036,85.0,66.54,Bebê,Body Liso Colorido Manga Curta -Pacote com 3 peças
1071,597319,887.0,9.34,Lembrancinhas,Copos metalizados
1072,598141,263.5,234.965,Decoração,Tapete redondo quarto bebê
1073,598331,909.0,6.0,Lembrancinhas,Lembrancinha Pote Masha e o Urso
1074,598344,91.0,21.13,Papel e Cia,(Recortado) Adesivo para Planner tarefas
1075,598478,912.0,13.176666666666668,Lembrancinhas,Porta Retrato Fundo do Mar
1076,598940,482.0,87.25,Papel e Cia,Tags / cartela para laços
1077,599150,312.0,150.74,Decoração,Prateleira varão porta fralda cabideiro infantil
1078,599277,105.0,36.68,Decoração,Pé Palito 34cm Reto + Base (cada pé)
1079,599278,877.125,6.7075000000000005,Lembrancinhas,Aromatizador Lembrancinha
1080,599349,97.0,39.41,Decoração,Tecido Adesivo xadrez pequeno rosa bebê
1081,599456,331.0,24.27,Bebê,Calcinha bunda rica
1082,600071,281.0,75.060005,Decoração,QUADRO DECORATIVO MDF PERSONALIZADO COM FOTO
1083,600542,104.0,19.49,Lembrancinhas,Flamingo Exclusive
1084,602229,766.75,21.305,Papel e Cia,20 Etiquetas Termocolantes para Roupas
1085,602564,556.0,267.17,Bebê,A Ovelha - Bolsa de Maternidade
1086,602807,665.0,10.67,Papel e Cia,#329# Topo de Bolo Minnie Baby - ARQUIVO SILHOUETTE STUDIO
1087,602834,96.0,3.0,Lembrancinhas,Vidrinhos decorados
1088,603245,473.0,12.8433335,Lembrancinhas,Mochilinha bolsinha peronsalizada LOL Menina surprise
1089,603528,166.0,10.99,Lembrancinhas,Lápis Minnie Vermelha
1090,603708,33.0,21.9,Decoração,Placa MDF 20x20cm Dia dos Pais
1091,603828,594.0,40.89,Lembrancinhas,Caneca - Nossa Língua é o Amor
1092,604269,221.0,478.29,Bebê,Tapete redondo infantil
1093,604518,71.0,199.25,Bebê,"Kit Mala Maternidade 3 Peças, Bege"
1094,604519,106.5,6.5200000000000005,Lembrancinhas,Caneta Personalizada Fisioterapeuta
1095,605815,231.0,11.46,Papel e Cia,Adesivo para latinha mint to be aniversário floral
1096,605859,74.0,19.8,Lembrancinhas,Mochila Mulher Maravilha
1097,605876,343.5,9.89,Papel e Cia,Adesivo para lembrancinha de aniversário floral
1098,606446,62.0,68.91,Papel e Cia,Panfleto Personalizado - Arte Digital
1099,606670,540.0,38.12,Lembrancinhas,Kit 100 Balas personalizadas para casamento
1100,607171,87.0,10.88,Lembrancinhas,LEMBRANCINHA SABONETE CHOCOLATE BRIGADEIRO - SEM EMBALAGEM
1101,607620,62.0,40.96,Decoração,Cachepô fio de malha
1102,608231,316.0,208.82,Decoração,Organizador De Brinquedo Cinza E Bege Palha Montessoriano
1103,608334,156.0,60.0,Decoração,Centro de mesa crochê
1104,608359,333.0,17.77,Lembrancinhas,Foto Cubo Giratório
1105,608368,1480.3333333333333,17.52,Lembrancinhas,Lembrancinha Maternidade
1106,608677,104.0,17.24,Lembrancinhas,Caixa Bala Circo Luxo
1107,609913,92.0,16.67,Lembrancinhas,lembrancinha jardim encantado
1108,610389,218.0,25.93,Lembrancinhas,vela personalizada
1109,610551,155.0,18.48,Lembrancinhas,Magali Relógio de mesa personalizado
1110,610622,164.0,20.09,Lembrancinhas,Minecraft Relógio de mesa personalizado
1111,610878,137.0,1.99,Lembrancinhas,chaveiro dia dos pais
1112,611038,54.0,44.425,Lembrancinhas,Kit Presente Dia dos Pais
1113,611135,141.0,30.76,Lembrancinhas,Toalha Batizado Elefantinho com Laço
1114,611144,13115.2,87.6440026,Decoração,Presente aniversário de namoro casamento dia dos namorados
1115,611618,172.0,458.43,Decoração,Locação Decoração Monstros SA
1116,611712,112.0,86.63,Decoração,Kokedama orquídea
1117,612048,273.0,14.69,Lembrancinhas,Caneca Plastica Aniversário 80 Anos
1118,612407,1060.0,21.330000000000002,Bebê,lembrancinha de maternidade
1119,613312,158.0,16.5,Lembrancinhas,Avental Infantil
1120,613376,913.0,165.69,Bebê,Kit Bolsa Maternidade masculino 5 peças - completo
1121,613604,146.0,413.4,Decoração,Tapete Coração
1122,613888,38.0,30.82,Lembrancinhas,Caneca Dia dos Pais MOD29
1123,614756,237.0,17.39,Lembrancinhas,Nécessaire em tecido oxford personalizad
1124,615365,90.0,60.96,Lembrancinhas,Kit Presente dia dos Pais Pai Eu te Amo
1125,615731,244.0,59.13,Lembrancinhas,Kit Presente Melhor Vovô
1126,616562,623.0,18.76,Decoração,LETRAS 3D MAGALI MELANCIA
1127,616844,100.5,62.060001,Bebê,Kit Fraldinhas de Boca
1128,617407,820.0,109.19,Bebê,Móbile Musical e Giratório
1129,617934,423.0,21.34,Bebê,Lembrancinha de Maternidade - Aromatizador de vidro
1130,618449,15.0,40.21,Lembrancinhas,Almofada Porta Pipoca
1131,619313,75.0,35.26,Lembrancinhas,Kit dia dos pais
1132,620483,85.0,17.845,Lembrancinhas,Mochilinha Saci pererê
1133,620521,189.0,128.34,Bijuterias e Jóias,Caixa Porta Joias Personalizado Seu nome
1134,620761,233.0,146.99,Bebê,Trio de ursas para nichos
1135,620829,191.0,5.9,Lembrancinhas,COPO DE VIDRO DE DOSE PERSONALIZADO | REF. 2304
1136,621309,56.0,11.94,Lembrancinhas,Latinha Branca de neve
1137,621682,448.3333333333333,9.513333333333334,Lembrancinhas,"DIA DOS PAIS, Caneca acrílico PRESENTE PAI"
1138,623113,708.0,3.99,Lembrancinhas,Mochilinha Personalizada DPA
1139,623226,470.5,73.52,Lembrancinhas,Kit Noiva para Despedida de Solteira
1140,623473,71.5,10.525,Lembrancinhas,Toalhinha personalizada
1141,624461,783.0,29.092499500000002,Lembrancinhas,Lembrancinha 15 ANOS
1142,624473,192.0,1.5,Lembrancinhas,Caneta Personalizada Chá de Bebê
1143,625200,153.0,10.459999999999999,Lembrancinhas,lembrancinha de batizado menina
1144,625594,178.0,40.66,Outros,Porta Maquiagem em Acrílico - Organizador de Maquiagem
1145,629448,384.0,84.96,Outros,Bico de pato + Meia de seda + Tags
1146,630349,1090.5,13.28,Lembrancinhas,Porta Kit Kat Luxo diversos temas - PROMOÇÃO !!!
1147,630842,70.0,228.4,Bebê,kit de Berço para Berço Desmontável Príncipe
1148,630949,82.0,68.42,Decoração,Escudo Time Grêmio
1149,631103,90.0,412.24,Decoração,Kit Higiene Maternidade
1150,631721,76.0,10.45,Papel e Cia,Calendário Personalizado
1151,632112,505.0,18.039999,Outros,Sabonete Melancia
1152,633408,378.0,53.685,Decoração,NOMES MDF DECORADOS/PERSONALIZADOS
1153,633556,119.0,12.635,Lembrancinhas,Caixa milk pokémon
1154,633948,630.5,42.435001,Bebê,Saquinho maternidade
1155,634055,875.0,17.01,Decoração,Porta retrato palitos de picolé Mundo Bita
1156,634986,470.0,10.2,Bebê,Estojo Lembrancinha Aniversário Personalizada
1157,635149,121.0,12.05,Outros,Gravata Colarinho de Natal
1158,635317,53.0,20.0,Lembrancinhas,Lindo Livrinho de Orações Personalizado com Mini Terço
1159,635728,183.0,16.17,Bebê,Lembrancinha Bebê Dormindo Menino
1160,635968,123.0,310.79,Outros,Bolo biscuit anos 80 musical
1161,636090,48.0,17.06,Lembrancinhas,Mini kit jardinagem vaso de alumínio
1162,636460,478.6666666666667,10.78,Bebê,Lembrancinha nascimento
1163,636977,192.0,7.505000000000001,Lembrancinhas,Copos Long Drink Personalizados 350ml - Mínimo 50 un.
1164,637416,296.0,220.0,Bebê,Kit Higiene em MDF
1165,637575,170.0,11.12,Lembrancinhas,Taças personalizadas - 100 unidades
1166,637746,118.0,84.93,Papel e Cia,Organizador de Escritório
1167,639526,174.0,12.0,Lembrancinhas,Mochilinha Personalizada Ursinha Realeza
1168,640477,625.0,1087.52,Decoração,Penteadeira Camarim 5 gavetas Branca
1169,640877,33.0,289.59003,Decoração,Quadro pintura em tela paisagem floresta colorida
1170,642779,85.0,706.68,Decoração,Cortina em Linho Bege
1171,642852,153.0,500.57,Decoração,Cortina de Ilhós em Voil
1172,642854,249.5,7.425,Lembrancinhas,Lembrancinhas para chá de bebe em eva
1173,643045,222.0,14.994999499999999,Lembrancinhas,Minnie lembrancinha regador minnie jardim festa minnie
1174,643205,346.0,6.99,Lembrancinhas,Lembrancinha Estojo Mickey
1175,643453,184.0,69.9,Decoração,"Pelego Decorativo 1,00 X 50 Luxo Branco"
1176,643612,123.0,37.079998,Lembrancinhas,Caneca Stranger Things
1177,645183,580.0,122.92,Lembrancinhas,10 caixas convite casamento
1178,647045,140.0,52.510002,Lembrancinhas,CADERNO DE 15 ANOS STRASS/BELA E A FERA
1179,648174,70.0,47.0,Bijuterias e Jóias,Brincos Peridoto aço cirúrgico ponto de luz
1180,648453,649.25,68.74,Decoração,painel de festa forte game
1181,649898,463.6666666666667,47.680001000000004,Decoração,Chalkboard Aniversário 40 anos
1182,650932,4240.0,10.7,Lembrancinhas,Aromatizador Lembrancinha Chá De Bebê Maternidade
1183,651308,184.0,88.259995,Bebê,Enfeite de porta maternidade menino
1184,652536,194.5,418.20000000000005,Bebê,Mala maternidade + G
1185,652575,424.0,55.73,Papel e Cia,Capa Caderno Argolado A5 (pequeno)
1186,653708,96.0,19.41,Lembrancinhas,Arte Digital Para Adesivo de Cofrinho - Magali
1187,654021,145.0,23.1,Papel e Cia,Caixa para 4 doces Menos Briga Mais Brigadeiro C/10 UN
1188,654806,433.0,37.46,Decoração,Porta Medalhas Corrida Masculina Colorido- Linha De Chegada
1189,655077,387.0,190.22,Decoração,Kit Esmalteria - 8 Placas Decorativas
1190,655580,197.0,11.26,Lembrancinhas,Caneca transparente dos carros
1191,655751,7167.0,45.89,Bebê,"PROMOÇÃO DO MÊS Wrap Sling,Canguru,Bebe"
1192,655891,191.0,14.9,Lembrancinhas,Necessaire Personalizada Jardim Encantado
1193,656329,32.0,29.9,Lembrancinhas,Caneca Personalizada Presente Dia dos Pais com Frase e Foto
1194,656694,31.0,90.159996,Decoração,placa em cerâmica
1195,657152,2155.5,10.29,Bebê,chaveiro coroa
1196,657176,118.0,15.34,Lembrancinhas,OVELHAS APLIQUES EM BISCUIT
1197,658011,202.66666666666666,205.81332666666665,Bebê,Kit Berço Americano 9 peças Imperial Rosa
1198,658151,115.0,58.56,Decoração,Chalkboard Impresso SEM MOLDURA - Bodas de Papel - 1 Ano
1199,658609,227.0,12.76,Lembrancinhas,Festa Toy Story Caixa Enfeites de Mesa
1200,660596,213.0,62.21,Lembrancinhas,PAINEL BATIZADO KAIQUE
1201,662609,111.0,61.5,Papel e Cia,Carimbo Personalizado Com Carinho - Modelo Diamante
1202,662652,35.0,36.579998,Lembrancinhas,Caneca Dia dos Pais em Promoção
1203,662843,166.0,46.01,Lembrancinhas,Lata cenário Masha e o Urso
1204,663131,95.0,33.81,Decoração,Prato de cerâmica
1205,663934,379.0,250.54999,Bebê,Lembrança Urso Maternidade (Kit)
1206,663941,66.0,49.39,Bijuterias e Jóias,COLAR MIX OURO VELHO
1207,663995,75.5,22.675,Lembrancinhas,Sacolinha dia dos pais
1208,664883,193.0,1.0,Lembrancinhas,Latinha Fazendinha
1209,664982,495.0,47.59,Lembrancinhas,Kit Presente Melhores Amigas com Foto
1210,665016,332.0,12.913333333333334,Lembrancinhas,Aplique para laços chifre unicórnio
1211,665170,140.0,45.33,Papel e Cia,Sketchbook London
1212,666892,795.0,4.506666666666667,Lembrancinhas,Lembrancinha 15 anos barata
1213,667438,321.0,1.5,Lembrancinhas,Tubete Fazendinha
1214,667822,113.0,19.7,Outros,Porta Escova de Dentes
1215,670258,251.0,179.91,Decoração,Aluguel arabesco kit 5
1216,670583,301.6666666666667,59.39000000000001,Decoração,Papel De Parede Quarto Menina Rosa Flora
1217,671426,475.0,16.12,Lembrancinhas,Roda Gigante Circo Rosa
1218,671862,1229.6,23.198,Lembrancinhas,Caneca Personalizada - Lembrancinha Personalizada
1219,671932,333.0,153.44001,Bebê,Saída de Maternidade- 100% Algodão
1220,672789,450.0,168.15,Bebê,ninho redutor de berço
1221,674445,626.0,39.48,Papel e Cia,Convite digital aniversário 50 anos
1222,675199,438.0,161.22,Papel e Cia,Planner Permanente Personalizado
1223,675925,95.0,26.830002,Outros,Pingente Pet Plaquinha de Identificação Osso Dourada
1224,676606,370.0,139.15,Decoração,Fonte Cascata Chafariz rústica peixinho 110v em pedra sabão
1225,677285,272.0,38.95,Decoração,Mão Francesa de Ferro
1226,677324,28.0,182.38,Bebê,Trio de elefantes cinza
1227,677457,84.0,709.2,Decoração,Jogo de Banheiro Brinco de Princesa Rendado Marrom c/laranja
1228,678586,122.0,138.33,Bebê,Trocador Reto
1229,679102,304.0,261.32,Bebê,Kit bolsa maternidade personalizada
1230,679555,328.0,159.0,Bijuterias e Jóias,Par Alianças Moeda Antiga Cor Ouro + Anel solitário
1231,679936,146.0,10.65,Lembrancinhas,Lembrança Dia dos Pais
1232,680179,294.0,7.89,Lembrancinhas,SABONETE LÍQUIDO 50 ML - MATERNIDADE
1233,680180,646.0,36.97,Papel e Cia,Caixa Cartonada Com Laço Simples
1234,681775,121.0,23.880001,Lembrancinhas,Caneca Personalizada Dia dos Professores
1235,682057,75.0,13.18,Papel e Cia,Estojo Personalizado Unicórnio
1236,682250,501.0,8.905,Lembrancinhas,Mini Sabonete liquido
1237,682770,153.0,79.56,Decoração,GUIRLANDA MANDAMENTOS DO LAR
1238,683004,184.0,2.2,Lembrancinhas,ARTE DIGITAL CANECA SUBLIMAÇÃO-DIA DOS PAIS
1239,683675,199.0,39.0,Bebê,Convite Chá de Bebê Urso Marinheiro
1240,683695,115.0,42.81,Bebê,Body dia dos pais
1241,685237,962.0,88.93,Bebê,Kit Bolsa Bebê Maternidade Azul Marinho Plike Baby - PL2
1242,685667,4648.0,159.98666666666665,Bebê,Bolsa Maternidade rosa bebe kit 4 peças
1243,685730,111.0,10.42,Lembrancinhas,Aromatizador Mini Difusor 35 ml Lembrancinha
1244,686274,92.0,72.51,Decoração,Adesivo náuticos decorativos
1245,686661,173.0,24.67,Lembrancinhas,Kit batizado
1246,687671,131.0,42.04,Lembrancinhas,Caneca porcelana - Camisa Grêmio personalizada com nome
1247,688493,210.0,11.15,Lembrancinhas,Tag Agradecimento
1248,688768,139.0,34.31,Decoração,Placa de mesa
1249,688849,50.0,59.93,Bebê,Sandália de crochê para bebê
1250,688936,49.0,62.57,Bebê,Capa - Cartão de Vacina
1251,689081,71.0,33.99,Decoração,Papel de parede Listras Decor 20
1252,689173,28.0,12.37,Lembrancinhas,Caixinha Batizado
1253,689242,62.0,195.0,Bebê,tapete para quarto de bebe
1254,690899,54.0,1.1,Lembrancinhas,Convite Galinha Pintadinha
1255,690936,893.0,12.58,Lembrancinhas,Embalagem para lembrancinha de maternidade
1256,691342,890.0,11.31,Lembrancinhas,Saco - Saquinhos Metalizados Personalizados
1257,691384,1467.0,11.657499999999999,Lembrancinhas,Baú Pequena Sereia Ariel
1258,692239,30.0,86.85,Decoração,Tapete Dupla Face
1259,692252,386.5,175.46500500000002,Decoração,Tapete Retangular Chumbo
1260,692261,144.0,11.77,Lembrancinhas,Saquinho Liga da Justiça
1261,692884,1032.5,25.205,Lembrancinhas,Pulseira para madrinhas
1262,692896,72.0,13.69,Lembrancinhas,COPO LONG DRINK NEON
1263,693356,350.0,108.08,Bebê,Escapulário de porta
1264,694522,201.0,21.37,Bijuterias e Jóias,"Colar Difusor Pessoal Terapêutico Aromaterapia, Símbolos"
1265,694694,172.0,85.22,Bebê,Enfeite de Porta de Maternidade Ursinha
1266,695231,165.0,10.7,Lembrancinhas,Aplique para laços nuvenzinha fofa
1267,695232,16.0,64.98,Bebê,Kit Camiseta Chá Revelação
1268,695260,82.0,9.54,Lembrancinhas,Chinelo Casamento
1269,695662,307.0,14.030000000000001,Lembrancinhas,Caneca de Acrilico Cristal Personalizada
1270,696015,2384.0,17.915,Lembrancinhas,Sacola Padrinhos
1271,696522,731.0,20.279999,Lembrancinhas,lembrancinha batizado
1272,696946,66.0,100.38,Decoração,Adesivo de Parede Infantil Anjinhos Baby
1273,697189,312.0,1.05,Lembrancinhas,Bloquinho De Rascunho Personalizado LOL
1274,697471,315.0,18.31,Lembrancinhas,Lembrancinha Realeza
1275,697756,3063.8333333333335,135.775,Bebê,Kit Bolsa Maternidade Luxo para menina 4 peças
1276,698469,266.0,12.515,Lembrancinhas,Lembrancinha Chá de Bebe
1277,698951,717.0,38.78,Bebê,Caixinha Surpresa - Dia dos Pais
1278,699168,456.5,10.18,Lembrancinhas,Etiquetas Personalizadas
1279,699857,362.0,10.9,Lembrancinhas,cone branca de neve
1280,700142,430.0,797.98,Decoração,Aparador Espelhado Lapidado 100x30x85
1281,700146,142.0,17.335,Lembrancinhas,BELA E A FERA APLIQUES PARA LEMBRANCINHAS
1282,700407,2600.0,38.5,Papel e Cia,Caderno Argolado A5 (Pequeno) com 100 Folhas Chevron Azul
1283,701989,640.3333333333334,89.49000333333333,Decoração,Prateleira para livros quarto infantil com frente acrilica
1284,702689,135.0,33.86,Decoração,Quadros Futebol Raiz - Flamengo - 20x30cm
1285,703500,348.0,3.0,Lembrancinhas,Bolsas Personalizadas
1286,703822,98.0,17.66,Bebê,Lembrança Maternidade Menino Leão
1287,704504,376.0,155.70001,Bebê,Kit Higiene bebê porcelana 5 peças
1288,705922,170.0,30.513333,Lembrancinhas,Caneca Pai
1289,706078,179.0,161.185,Bebê,Kit 6 saquinhos Maternidade Carrinhos
